Gene	U	n_NFE	k_NFE	s_het_det	low_det	up_det	s_het_drift	low_drift	up_drift
PIM2	8.53e-7	38503.9024	0	0.188324	0.013	1.	0.150662	0.002812	1.
PIN4	2.78e-7	32986.7	0	0.115858	0.005	0.829	0.079647	0.000889	1.
PINK1	1.45e-6	59547.6364	8	0.012187	0.006	0.024	0.009012	0.000889	0.028117
PINX1	8.54e-7	59505.1667	21	0.002734	0.0017	0.00399	0.004304	0.000889	0.028117
PIP	3.9e-7	66667	31	0.001024	0.00066	0.00134	0.004036	0.000889	0.028117
PIP4K2A	8.67e-7	65364	2	0.038997	0.01	0.134	0.029172	0.000889	0.281171
PIP4K2B	8.19e-7	66211.9277	0	0.235322	0.02	1.	0.187109	0.002812	1.
PIP4K2C	1.07e-6	66609	6	0.013866	0.006	0.03	0.009754	0.000889	0.028117
PIP5K1A	1.67e-6	66670	5	0.025706	0.011	0.06	0.019122	0.000889	0.088914
PIP5K1B	1.61e-6	66266	7	0.017163	0.008	0.035	0.011466	0.000889	0.028117
PIP5K1C	1.65e-6	64842.6667	3	0.043614	0.014	0.125	0.039202	0.002812	0.281171
PIPOX	1.19e-6	66511.3333	9	0.009915	0.005	0.019	0.00761	0.000889	0.028117
PIR	7.49e-7	47087.25	13	0.00324	0.00176	0.0052	0.00459	0.000889	0.028117
PIRT	1.63e-7	66602	0	0.122445	0.006	0.869	0.083379	0.000889	1.
PISD	6.81e-7	66334	0	0.216671	0.017	1.	0.17114	0.002812	1.
PITHD1	6.83e-7	65716	1	0.068481	0.011	0.318	0.049457	0.000889	0.281171
PITPNA	1.24e-6	66676	1	0.108912	0.018	0.493	0.088023	0.002812	0.88914
PITPNB	8.93e-7	65463.3913	0	0.243549	0.022	1.	0.200944	0.002812	1.
PITPNC1	1.16e-6	66388	1	0.103178	0.017	0.469	0.087691	0.002812	0.88914
PITPNM1	2.94e-6	54823	3	0.063874	0.021	0.184	0.061099	0.008891	0.281171
PITPNM2	2.75e-6	26054	1	0.097659	0.016	0.446	0.088564	0.002812	0.88914
PITPNM3	2.27e-6	65830	1	0.170431	0.032	0.735	0.153454	0.028117	0.88914
PITRM1	2.76e-6	54939.6	23	0.00697	0.005	0.011	0.005121	0.000889	0.028117
PITX1	5.86e-7	56373.3143	0	0.188795	0.013	1.	0.141348	0.000889	1.
PITX2	6.43e-7	31386	0	0.153869	0.009	1.	0.10662	0.000889	1.
PIWIL1	2.84e-6	66186.2222	21	0.00942	0.007	0.015	0.006774	0.000889	0.028117
PIWIL2	2.64e-6	66607.6667	12	0.015722	0.009	0.028	0.011451	0.000889	0.028117
PIWIL4	2.11e-6	66149.3333	3	0.055853	0.018	0.161	0.052399	0.002812	0.281171
PJA1	1.43e-6	47278	0	0.260451	0.025	1.	0.22197	0.008891	1.
PJA2	1.32e-6	66575.5	3	0.036354	0.012	0.104	0.027685	0.000889	0.088914
PKD1L1	7.04e-6	64018.6038	57	0.008068	0.007	0.011	0.005024	0.000889	0.028117
PKD1L2	5.31e-7	59903.4545	3	0.014672	0.005	0.041	0.010506	0.000889	0.088914
PKD2	3.33e-6	66695.6	2	0.130237	0.035	0.44	0.123836	0.028117	0.88914
PKD2L2	2.03e-6	66005.5385	20	0.007137	0.005	0.011	0.005347	0.000889	0.028117
PKDCC	9.49e-7	61795.75	4	0.018115	0.007	0.045	0.011642	0.000889	0.088914
PKDREJ	3.14e-6	66537.2	27	0.008079	0.006	0.012	0.005579	0.000889	0.028117
PKHD1	9.22e-6	66429.08	52	0.011992	0.01	0.016	0.01186	0.002812	0.028117
PKIA	2.37e-7	60400	1	0.03033	0.004	0.135	0.020845	0.000889	0.281171
PKIB	1.8e-7	28778	1	0.01721	0.002	0.067	0.01643	0.000889	0.088914
PKIG	1.27e-7	66566.5333	0	0.112943	0.005	0.811	0.067848	0.000889	1.
PKLR	1.34e-6	66071.5556	9	0.011016	0.006	0.021	0.007991	0.000889	0.028117
PKM	1.36e-6	66692	1	0.116865	0.02	0.526	0.102156	0.002812	0.88914
PKN1	2.47e-6	57415.6667	8	0.019545	0.01	0.039	0.013808	0.000889	0.088914
PKN2	2.72e-6	66520	1	0.196566	0.038	0.83	0.174801	0.028117	0.88914
PKN3	2.6e-6	62333.2	14	0.01238	0.008	0.021	0.009434	0.000889	0.028117
PKNOX1	1.16e-6	66265.0455	0	0.276508	0.028	1.	0.241777	0.008891	1.
PKNOX2	1.13e-6	66607	1	0.101393	0.017	0.462	0.080496	0.002812	0.88914
PKP1	1.64e-6	65762.8571	3	0.04394	0.014	0.126	0.036666	0.002812	0.281171
PKP2	2.1e-6	61396.4706	16	0.008651	0.006	0.014	0.006467	0.000889	0.028117
PKP3	1.84e-6	56527.6	24	0.004648	0.00304	0.00676	0.004344	0.000889	0.028117
PKP4	3.79e-6	66408.4	11	0.024403	0.014	0.044	0.018357	0.002812	0.088914
PLA1A	1.01e-6	66626	11	0.006903	0.004	0.012	0.006002	0.000889	0.028117
PLA2G12A	5.49e-7	52243.5	6	0.00616	0.003	0.013	0.006226	0.000889	0.028117
PLA2G12B	5.35e-7	66682.6667	8	0.005451	0.003	0.011	0.005867	0.000889	0.028117
PLA2G15	8.78e-7	64626	1	0.081776	0.013	0.377	0.063331	0.000889	0.88914
PLA2G16	3.8e-7	66352	9	0.003582	0.0017	0.00625	0.005416	0.000889	0.028117
PLA2G1B	2.99e-7	66688.3333	8	0.003356	0.0015	0.00596	0.005482	0.000889	0.028117
PLA2G2A	2.8e-7	65914.56	0	0.148557	0.008	1.	0.100061	0.000889	1.
PLA2G2D	4.6e-7	66660.3333	7	0.005519	0.003	0.011	0.006278	0.000889	0.028117
PLA2G2E	3.17e-7	65834.5	13	0.002089	0.00109	0.00322	0.004686	0.000889	0.028117
PLA2G2F	4.8e-7	44218.25	12	0.002301	0.00118	0.00364	0.004549	0.000889	0.028117
PLA2G4A	1.81e-6	65994	5	0.02748	0.012	0.064	0.020587	0.000889	0.088914
PLA2G4B	2.56e-6	64068.1935	36	0.004767	0.00339	0.0065	0.004172	0.000889	0.028117
PLA2G4C	1.81e-6	66594.6667	8	0.016725	0.009	0.033	0.011339	0.000889	0.028117
PLA2G4E	2.65e-6	44008.6154	17	0.007382	0.005	0.012	0.005534	0.000889	0.028117
PLA2G4F	2.54e-6	63783.8889	32	0.005309	0.004	0.008	0.004349	0.000889	0.028117
PLA2G5	4.71e-7	66590.6667	4	0.010414	0.004	0.026	0.00876	0.000889	0.028117
PLA2G6	2.04e-6	64924.3333	14	0.01019	0.006	0.017	0.007483	0.000889	0.028117
PLA2G7	1.08e-6	66435.6471	38	0.002053	0.00145	0.00273	0.003935	0.000889	0.008891
PLA2R1	3.84e-6	64532.125	26	0.009919	0.007	0.015	0.007148	0.000889	0.028117
PLAA	1.77e-6	66350	2	0.074234	0.019	0.255	0.069133	0.002812	0.281171
PLAC1	2.71e-7	47989	1	0.028517	0.004	0.125	0.022074	0.000889	0.281171
PLAC8	3.01e-7	43228	0	0.130384	0.006	0.915	0.086251	0.000889	1.
PLAC8L1	3.33e-7	66621	1	0.040842	0.006	0.187	0.025877	0.000889	0.281171
PLAG1	8.03e-7	66626	0	0.23388	0.02	1.	0.187749	0.002812	1.
PLAGL1	5.24e-7	65499.7831	0	0.191943	0.014	1.	0.135278	0.000889	1.
PLAGL2	4.9e-7	64146.7742	0	0.184801	0.013	1.	0.133855	0.000889	1.
PLAT	1.63e-6	64611.7778	4	0.031178	0.012	0.079	0.023649	0.000889	0.088914
PLAU	1.14e-6	65487.75	5	0.017661	0.008	0.041	0.011377	0.000889	0.088914
PLAUR	8.3e-7	66652	1	0.080217	0.013	0.37	0.057505	0.000889	0.281171
PLBD1	1.41e-6	63063.0526	36	0.002652	0.00186	0.00357	0.003959	0.000889	0.028117
PLBD2	1.62e-6	56478	32	0.003071	0.00212	0.00422	0.003943	0.000889	0.008891
PLCB1	3.48e-6	66305	3	0.089233	0.029	0.256	0.085512	0.028117	0.281171
PLCB2	3.17e-6	64238.32	15	0.014389	0.009	0.024	0.011438	0.000889	0.028117
PLCB3	3.49e-6	64385.75	5	0.050332	0.021	0.117	0.051059	0.008891	0.281171
PLCB4	3.88e-6	65248.8	6	0.046472	0.021	0.101	0.048903	0.008891	0.088914
PLCD1	2.06e-6	64875	36	0.003912	0.00277	0.00532	0.004083	0.000889	0.028117
PLCD4	1.98e-6	63240.2353	23	0.005797	0.004	0.009	0.004722	0.000889	0.028117
PLCE1	6.04e-6	65722.2857	15	0.027678	0.017	0.046	0.023789	0.008891	0.088914
PLCG1	4.55e-6	65716.1667	6	0.054612	0.025	0.119	0.053748	0.008891	0.281171
PLCG2	4.28e-6	65250.3333	6	0.051111	0.023	0.111	0.051196	0.008891	0.281171
PLCH1	4.08e-6	65309.2	8	0.036014	0.018	0.071	0.038777	0.008891	0.088914
PLCH2	2.64e-6	41531.1429	11	0.010928	0.006	0.02	0.008169	0.000889	0.028117
PLCL1	2.13e-6	66449.25	5	0.032301	0.014	0.075	0.026974	0.002812	0.088914
PLCL2	1.59e-6	66137.1343	0	0.320622	0.036	1.	0.284075	0.028117	1.
PLCXD1	8.58e-7	66177.8	7	0.009525	0.005	0.019	0.007732	0.000889	0.028117
PLCXD2	6.35e-7	66584	2	0.030266	0.007	0.103	0.019626	0.000889	0.088914
PLCXD3	5.06e-7	65870	3	0.015268	0.005	0.042	0.011065	0.000889	0.088914
PLCZ1	1.57e-6	59513.7143	32	0.003132	0.00216	0.00431	0.003983	0.000889	0.028117
PLD1	3.05e-6	65969.931	32	0.006553	0.005	0.01	0.00477	0.000889	0.028117
PLD2	2.75e-6	65345.92	50	0.003736	0.00279	0.00486	0.00387	0.000889	0.008891
PLD3	1.2e-6	66085.6667	4	0.023914	0.009	0.06	0.016375	0.000889	0.088914
PLD4	1.31e-6	55472.125	11	0.007414	0.004	0.013	0.006107	0.000889	0.028117
PLD5	1.59e-6	66450.4	7	0.017005	0.008	0.035	0.011492	0.000889	0.028117
PLD6	4.39e-7	34105	20	0.001037	0.00059	0.0014	0.00395	0.000889	0.008891
PLEC	8.94e-6	54268.8	20	0.025113	0.017	0.039	0.018207	0.008891	0.088914
PLEK	9.09e-7	66559.3333	3	0.025841	0.008	0.073	0.017429	0.000889	0.088914
PLEK2	1.13e-6	64718	17	0.004749	0.00285	0.00737	0.004796	0.000889	0.028117
PLEKHA1	1.13e-6	62041	1	0.096054	0.016	0.439	0.075549	0.002812	0.88914
PLEKHA2	1.41e-6	63095.3333	1	0.115159	0.02	0.519	0.097547	0.002812	0.88914
PLEKHA3	9.04e-7	66582	4	0.01855	0.007	0.047	0.012331	0.000889	0.088914
PLEKHA4	2.96e-6	58825.7778	47	0.003857	0.00286	0.00506	0.003863	0.000889	0.008891
PLEKHA5	4.41e-6	63834.6667	2	0.160027	0.044	0.535	0.15621	0.028117	0.88914
PLEKHA6	2.64e-6	58751.2	6	0.028955	0.013	0.063	0.023552	0.002812	0.088914
PLEKHA7	4.05e-6	60618	12	0.021756	0.013	0.038	0.015593	0.002812	0.088914
PLEKHA8	1.32e-6	57623	4	0.023006	0.009	0.058	0.015503	0.000889	0.088914
PLEKHB1	7.53e-7	47022.4	12	0.003534	0.00187	0.0058	0.004783	0.000889	0.028117
PLEKHF1	4.57e-7	35219	6	0.003877	0.00152	0.00746	0.005461	0.000889	0.028117
PLEKHF2	3.67e-7	66641.68	0	0.166305	0.01	1.	0.118439	0.000889	1.
PLEKHG1	2.62e-6	64556	9	0.020456	0.011	0.039	0.014202	0.000889	0.088914
PLEKHG2	3.31e-6	60576.2105	14	0.015221	0.009	0.026	0.011879	0.000889	0.028117
PLEKHG3	2.12e-6	59618.1429	9	0.015452	0.008	0.029	0.010831	0.000889	0.028117
PLEKHG4	3.29e-6	64223.8182	50	0.004374	0.00328	0.0057	0.003916	0.000889	0.008891
PLEKHG4B	3.1e-6	56146.1429	23	0.007966	0.006	0.012	0.00564	0.000889	0.028117
PLEKHG5	2.7e-6	61402.8333	29	0.006	0.005	0.009	0.004551	0.000889	0.028117
PLEKHG6	3.12e-6	48393	23	0.006941	0.005	0.011	0.004985	0.000889	0.028117
PLEKHG7	1.29e-6	63697.6471	21	0.004263	0.0027	0.00633	0.004526	0.000889	0.028117
PLEKHH1	3.48e-6	57022.6667	10	0.021383	0.012	0.039	0.015552	0.002812	0.088914
PLEKHH2	4.28e-6	65499.3043	28	0.01038	0.008	0.015	0.007566	0.000889	0.028117
PLEKHH3	1.93e-6	58693.25	4	0.033393	0.013	0.085	0.026989	0.000889	0.088914
PLEKHJ1	4.18e-7	53512	0	0.160349	0.01	1.	0.107407	0.000889	1.
PLEKHM1	1.88e-6	52400.5	4	0.029282	0.011	0.074	0.022984	0.000889	0.088914
PLEKHM3	2.08e-6	66607	3	0.055467	0.018	0.159	0.052765	0.002812	0.281171
PLEKHN1	1.79e-6	47282	14	0.006654	0.004	0.011	0.005419	0.000889	0.028117
PLEKHO1	1.01e-6	66682	0	0.259988	0.025	1.	0.217153	0.008891	1.
PLEKHO2	1.2e-6	51114.6667	2	0.041793	0.01	0.144	0.031751	0.000889	0.281171
PLEKHS1	1.22e-6	66259.8	13	0.006882	0.004	0.012	0.005762	0.000889	0.028117
PLG	2.29e-6	66317.6364	10	0.016504	0.009	0.03	0.011725	0.000889	0.028117
PLGRKT	3.78e-7	65015.7778	7	0.004584	0.00198	0.00867	0.005978	0.000889	0.028117
PLIN1	1.21e-6	58951.8	12	0.006654	0.004	0.012	0.005707	0.000889	0.028117
PLIN2	8.12e-7	66075.7778	3	0.023189	0.008	0.066	0.015393	0.000889	0.088914
PLIN3	9.e-7	59468.7273	18	0.003357	0.00202	0.00508	0.004485	0.000889	0.028117
PLK1	1.36e-6	63414.0992	0	0.291868	0.03	1.	0.258215	0.008891	1.
PLK2	1.63e-6	66378	1	0.133611	0.024	0.593	0.114768	0.008891	0.88914
PLK3	1.73e-6	55942.9091	6	0.018469	0.009	0.04	0.012276	0.000889	0.088914
PLK4	2.21e-6	66408	3	0.058529	0.019	0.168	0.055343	0.008891	0.281171
PLLP	4.29e-7	66490	1	0.048911	0.007	0.226	0.030814	0.000889	0.281171
PLN	8.77e-8	66694	1	0.018214	0.002	0.072	0.01816	0.000889	0.281171
PLOD1	2.27e-6	64502.4	14	0.011224	0.007	0.019	0.008547	0.000889	0.028117
PLOD2	2.32e-6	65642.5455	11	0.014978	0.009	0.027	0.010798	0.000889	0.028117
PLOD3	2.44e-6	65776.25	14	0.012264	0.008	0.021	0.009111	0.000889	0.028117
PLP1	6.14e-7	47982.3889	0	0.179767	0.012	1.	0.13015	0.000889	1.
PLRG1	1.87e-6	65428	0	0.344683	0.042	1.	0.309549	0.028117	1.
PLS1	1.57e-6	66173	28	0.003968	0.00268	0.0056	0.004228	0.000889	0.028117
PLS3	1.59e-6	47920	0	0.27537	0.027	1.	0.241435	0.008891	1.
PLSCR1	7.95e-7	65624	3	0.022614	0.007	0.064	0.015301	0.000889	0.088914
PLSCR2	7.56e-7	61424	49	0.001066	0.00077	0.00134	0.003814	0.000889	0.008891
PLSCR4	7.47e-7	62384	6	0.009406	0.004	0.02	0.00744	0.000889	0.028117
PLSCR5	7.31e-7	61293.0769	55	0.000918	0.00067	0.00114	0.003725	0.000889	0.008891
PLTP	1.17e-6	66282	6	0.015	0.007	0.032	0.010373	0.000889	0.028117
PLVAP	9.53e-7	66177.4286	3	0.026832	0.009	0.076	0.019493	0.000889	0.088914
PLXDC1	1.33e-6	64461.1111	5	0.020094	0.009	0.046	0.013106	0.000889	0.088914
PLXDC2	1.73e-6	66245.2	3	0.046489	0.015	0.134	0.040236	0.002812	0.281171
PLXNA1	4.35e-6	65539.6	5	0.063308	0.027	0.147	0.060033	0.028117	0.281171
PLXNA2	4.18e-6	65915.2	10	0.029445	0.016	0.054	0.028228	0.002812	0.088914
PLXNA3	4.43e-6	40152.5	3	0.070024	0.023	0.201	0.067831	0.008891	0.281171
PLXNA4	4.26e-6	66598.5	3	0.108101	0.036	0.309	0.104077	0.028117	0.281171
PLXNB1	4.44e-6	64593.6364	8	0.038692	0.02	0.076	0.043678	0.008891	0.088914
PLXNB2	4.72e-6	59511.75	4	0.079153	0.03	0.201	0.075561	0.028117	0.281171
PLXNB3	4.1e-6	42247.625	4	0.049942	0.019	0.127	0.051995	0.008891	0.281171
PLXNC1	3.6e-6	65731	4	0.067224	0.026	0.171	0.063994	0.008891	0.281171
PLXND1	4.35e-6	49290	4	0.061194	0.023	0.156	0.060269	0.008891	0.281171
PM20D1	1.35e-6	66412.75	13	0.007587	0.005	0.013	0.006255	0.000889	0.028117
PM20D2	7.62e-7	66504.6667	2	0.03538	0.009	0.121	0.025951	0.000889	0.281171
PMAIP1	8.8e-8	30299.7143	0	0.085833	0.003	0.615	0.06153	0.000889	0.88914
PMCH	3.48e-7	65410	0	0.161491	0.01	1.	0.099763	0.000889	1.
PMEL	1.44e-6	66626	34	0.00302	0.0021	0.00412	0.004027	0.000889	0.028117
PMF1	6.7e-7	62893.5	8	0.006311	0.003	0.012	0.006302	0.000889	0.028117
PMF1-BGLAP	6.7e-7	62893.5	8	0.006311	0.003	0.012	0.006302	0.000889	0.028117
PMFBP1	2.93e-6	66335.2778	39	0.005184	0.004	0.007	0.004208	0.000889	0.028117
PML	1.78e-6	66058.6667	8	0.016333	0.008	0.032	0.011268	0.000889	0.028117
PMM1	9.49e-7	63762.5	12	0.005715	0.004	0.01	0.005394	0.000889	0.028117
PMM2	7.59e-7	56042.1538	14	0.003538	0.00198	0.00563	0.004757	0.000889	0.028117
PMP2	3.8e-7	66631.3333	0	0.168702	0.011	1.	0.11843	0.000889	1.
PMP22	4.67e-7	43316.3077	0	0.154012	0.009	1.	0.111001	0.000889	1.
PMPCA	1.59e-6	63570.6	4	0.029997	0.011	0.076	0.023126	0.000889	0.088914
PMPCB	1.49e-6	65947.6364	10	0.010881	0.006	0.02	0.00811	0.000889	0.028117
PMS1	2.03e-6	66056.5	27	0.005257	0.004	0.008	0.004443	0.000889	0.028117
PMS2	2.35e-6	63843.5833	15	0.0107	0.007	0.018	0.008215	0.000889	0.028117
PMVK	5.24e-7	60902.3333	15	0.002562	0.00144	0.00394	0.004588	0.000889	0.028117
PNCK	1.3e-6	46973.6667	2	0.04163	0.01	0.143	0.03197	0.000889	0.281171
PNISR	2.59e-6	66700	0	0.407108	0.056	1.	0.367196	0.028117	1.
PNKD	9.03e-7	54797.8333	13	0.004376	0.00242	0.00715	0.004902	0.000889	0.028117
PNKP	1.46e-6	48972.6667	11	0.007303	0.004	0.013	0.006082	0.000889	0.028117
PNLDC1	1.98e-6	66571.2941	26	0.005374	0.004	0.008	0.004532	0.000889	0.028117
PNLIP	1.34e-6	65667.25	5	0.020591	0.009	0.048	0.01334	0.000889	0.088914
PNLIPRP1	1.26e-6	66120.5	19	0.004786	0.00296	0.00727	0.004764	0.000889	0.028117
PNLIPRP2	1.13e-6	55052	9	0.007927	0.004	0.015	0.006502	0.000889	0.028117
PNLIPRP3	1.16e-6	63917.5385	7	0.012185	0.006	0.025	0.008942	0.000889	0.028117
PNMA1	6.21e-7	66263.3333	2	0.029572	0.007	0.101	0.01955	0.000889	0.088914
PNMA2	7.58e-7	66348.6667	1	0.074625	0.012	0.345	0.057271	0.000889	0.281171
PNMA3	1.21e-6	47834	15	0.004352	0.00251	0.0069	0.004631	0.000889	0.028117
PNMA5	7.52e-7	46429.5	4	0.011419	0.004	0.028	0.009051	0.000889	0.028117
PNMAL1	5.09e-7	66147.3333	2	0.024956	0.006	0.084	0.016959	0.000889	0.088914
PNMT	4.89e-7	58836.5	4	0.009679	0.004	0.024	0.008293	0.000889	0.028117
PNN	1.77e-6	64905.5	2	0.072798	0.019	0.251	0.067688	0.002812	0.281171
PNO1	8.15e-7	53943	2	0.031296	0.008	0.107	0.021283	0.000889	0.088914
PNOC	4.31e-7	66609	1	0.049141	0.007	0.227	0.03085	0.000889	0.281171
PNP	8.68e-7	65627	3	0.024472	0.008	0.069	0.01719	0.000889	0.088914
PNPLA2	9.32e-7	55855.6667	1	0.076601	0.012	0.354	0.055511	0.000889	0.281171
PNPLA3	1.16e-6	66292.4444	9	0.009651	0.005	0.018	0.007594	0.000889	0.028117
PNPLA4	7.51e-7	41131.4	2	0.023228	0.006	0.078	0.017002	0.000889	0.088914
PNPLA5	1.e-6	62027.1111	49	0.001387	0.00101	0.00177	0.003731	0.000889	0.008891
PNPLA6	3.97e-6	61654.5	15	0.017219	0.011	0.029	0.013614	0.002812	0.028117
PNPLA8	1.8e-6	66322	1	0.143934	0.026	0.634	0.126789	0.008891	0.88914
PNPO	8.42e-7	66684.25	3	0.024156	0.008	0.069	0.015518	0.000889	0.088914
PNPT1	2.88e-6	65675.4286	4	0.054305	0.021	0.138	0.053738	0.008891	0.281171
PNRC1	4.97e-7	45099.3818	0	0.160483	0.01	1.	0.11303	0.000889	1.
POC1A	1.02e-6	64558.6	8	0.009465	0.005	0.019	0.007352	0.000889	0.028117
POC1B	1.37e-6	64182.2222	10	0.009796	0.006	0.018	0.007584	0.000889	0.028117
POC1B-GALNT4	1.22e-6	66536	3	0.033791	0.011	0.097	0.024741	0.000889	0.088914
POC5	1.33e-6	45992.5714	8	0.008843	0.005	0.017	0.006951	0.000889	0.028117
PODN	1.64e-6	51978.5	9	0.01063	0.006	0.02	0.007827	0.000889	0.028117
PODXL	1.27e-6	63580	1	0.106969	0.018	0.485	0.091527	0.002812	0.88914
PODXL2	9.57e-7	57769.9286	0	0.237407	0.021	1.	0.201004	0.002812	1.
POF1B	1.8e-6	43508.4444	11	0.007951	0.005	0.014	0.006282	0.000889	0.028117
POFUT1	9.4e-7	62469.4805	0	0.244051	0.022	1.	0.195887	0.002812	1.
POFUT2	1.09e-6	63500.6667	3	0.029202	0.009	0.083	0.020914	0.000889	0.088914
POGK	1.32e-6	66287	0	0.293864	0.031	1.	0.253403	0.008891	1.
POGLUT1	1.52e-6	64435.8	8	0.013727	0.007	0.027	0.009515	0.000889	0.028117
POGZ	3.62e-6	61035	0	0.458923	0.07	1.	0.413311	0.028117	1.
POLA1	4.5e-6	21029	0	0.304953	0.033	1.	0.278787	0.028117	1.
POLA2	2.17e-6	66630.5455	10	0.015741	0.009	0.029	0.011296	0.000889	0.028117
POLB	1.07e-6	66235.7143	6	0.013794	0.006	0.03	0.009718	0.000889	0.028117
POLD1	2.7e-6	57633.75	5	0.035365	0.015	0.082	0.033182	0.002812	0.088914
POLD2	1.13e-6	56616	5	0.015311	0.007	0.035	0.010234	0.000889	0.028117
POLD3	1.63e-6	66600	3	0.044207	0.014	0.127	0.037248	0.002812	0.281171
POLD4	3.16e-7	47203.1579	0	0.137016	0.007	0.952	0.088744	0.000889	1.
POLDIP2	1.37e-6	55273.5	2	0.050311	0.013	0.173	0.042195	0.000889	0.281171
POLDIP3	1.33e-6	66684.6667	2	0.057864	0.015	0.199	0.047452	0.002812	0.281171
POLE	6.02e-6	65980.5405	27	0.015177	0.011	0.022	0.014003	0.002812	0.028117
POLE2	1.79e-6	64565.4	10	0.012697	0.007	0.023	0.009259	0.000889	0.028117
POLE3	2.85e-7	38079	5	0.003574	0.00123	0.00704	0.005708	0.000889	0.028117
POLE4	5.42e-7	19605.6	3	0.006321	0.002	0.016	0.006783	0.000889	0.028117
POLG	3.29e-6	65668	4	0.061639	0.023	0.157	0.059748	0.008891	0.281171
POLG2	1.48e-6	66170.3333	23	0.004585	0.00297	0.00671	0.004516	0.000889	0.028117
POLH	1.59e-6	64727.1429	1	0.128637	0.023	0.574	0.112496	0.008891	0.88914
POLI	1.36e-6	50566.6667	14	0.00548	0.004	0.009	0.005052	0.000889	0.028117
POLK	2.1e-6	66109.3333	21	0.007025	0.005	0.011	0.005311	0.000889	0.028117
POLL	1.55e-6	66010.375	15	0.007414	0.005	0.012	0.005988	0.000889	0.028117
POLM	1.37e-6	54507.3846	17	0.004842	0.00291	0.00752	0.004705	0.000889	0.028117
POLR1A	4.99e-6	65954.2222	3	0.123993	0.041	0.353	0.125262	0.028117	0.88914
POLR1B	2.47e-6	66681	2	0.100155	0.026	0.342	0.095448	0.008891	0.88914
POLR1C	9.87e-7	66682.8571	6	0.012881	0.006	0.028	0.009178	0.000889	0.028117
POLR1D	2.44e-7	66102	0	0.141076	0.007	0.974	0.083199	0.000889	1.
POLR1E	1.3e-6	66435.7778	25	0.003739	0.00245	0.00537	0.004339	0.000889	0.028117
POLR2A	4.28e-6	63976	2	0.156239	0.043	0.523	0.149913	0.028117	0.88914
POLR2B	3.43e-6	66589	2	0.133459	0.036	0.451	0.127171	0.028117	0.88914
POLR2C	1.14e-6	66581.6	2	0.050416	0.013	0.174	0.038222	0.000889	0.281171
POLR2D	3.65e-7	66526	1	0.043546	0.006	0.2	0.030825	0.000889	0.281171
POLR2E	6.97e-7	63035.0909	13	0.003933	0.00216	0.00639	0.004951	0.000889	0.028117
POLR2F	8.7e-7	66656	2	0.039789	0.01	0.137	0.02978	0.000889	0.281171
POLR2G	6.06e-7	66491.6	5	0.010089	0.004	0.023	0.008073	0.000889	0.028117
POLR2H	4.65e-7	66302.1818	0	0.183279	0.012	1.	0.136119	0.000889	1.
POLR2I	4.34e-7	66466	3	0.013509	0.004	0.037	0.010037	0.000889	0.088914
POLR2J	4.6e-7	60226	4	0.009377	0.004	0.023	0.008377	0.000889	0.028117
POLR2K	2.37e-7	65846	2	0.013589	0.003	0.043	0.011268	0.000889	0.088914
POLR2L	1.19e-7	63200.0769	0	0.109029	0.004	0.785	0.06731	0.000889	1.
POLR2M	8.02e-7	65006.6667	4	0.016282	0.006	0.041	0.011064	0.000889	0.088914
POLR3A	3.57e-6	65279.3333	33	0.00733	0.006	0.011	0.005048	0.000889	0.028117
POLR3B	3.84e-6	66242.5833	25	0.010592	0.008	0.016	0.007912	0.000889	0.028117
POLR3C	1.52e-6	66464.1667	14	0.007867	0.005	0.013	0.006128	0.000889	0.028117
POLR3D	1.45e-6	66434.2353	7	0.01558	0.008	0.032	0.010861	0.000889	0.028117
POLR3E	2.08e-6	66422.5714	11	0.013637	0.008	0.025	0.010015	0.000889	0.028117
POLR3F	8.73e-7	64952.6667	34	0.001849	0.00127	0.00248	0.003954	0.000889	0.028117
POLR3G	5.18e-7	64086.25	3	0.015216	0.005	0.042	0.010896	0.000889	0.088914
POLR3GL	8.48e-7	56423.7143	7	0.008155	0.004	0.017	0.006785	0.000889	0.028117
POLR3H	4.67e-7	66311.2	3	0.014342	0.005	0.04	0.011107	0.000889	0.088914
POLR3K	2.48e-7	66432	0	0.142214	0.008	0.98	0.083318	0.000889	1.
POLRMT	2.7e-6	49708.5833	23	0.006196	0.005	0.01	0.004688	0.000889	0.028117
POMGNT2	9.15e-7	66000.4	3	0.025798	0.008	0.073	0.017286	0.000889	0.088914
POMK	6.77e-7	66621.6667	15	0.003471	0.00198	0.00544	0.004781	0.000889	0.028117
POMP	3.7e-7	66163.7	0	0.166369	0.01	1.	0.118045	0.000889	1.
POMT2	2.28e-6	60453.2727	11	0.013606	0.008	0.024	0.010112	0.000889	0.028117
POMZP3	4.11e-7	54979.4615	0	0.161011	0.01	1.	0.108662	0.000889	1.
PON1	1.07e-6	65738.2857	13	0.006043	0.004	0.011	0.005576	0.000889	0.028117
PON2	6.96e-7	66540	4	0.014639	0.006	0.036	0.010321	0.000889	0.088914
POP1	2.87e-6	65837.3333	36	0.005469	0.004	0.008	0.004343	0.000889	0.028117
POP4	6.55e-7	66379.3333	7	0.007485	0.004	0.015	0.006974	0.000889	0.028117
POP5	6.22e-7	64680.25	14	0.003368	0.00188	0.00534	0.004749	0.000889	0.028117
POP7	2.96e-7	66394	4	0.007092	0.003	0.017	0.007523	0.000889	0.028117
